Transaction ID,Day,Month,Year,Day Name,Brand,Units Sold,Price Per Unit,Customer Name,Customer Age,City,Payment Method,Customer Ratings,Mobile Model
505,1/27/1900,1/1/1900,7/14/1905,Monday,Samsung,3,18917.99,Namita Gupta,31,Ranchi,Credit Card,4,Galaxy A51
506,1/27/1900,1/1/1900,7/14/1905,Monday,Vivo,1,37369.52,Harish Malhotra,28,Jodhpur,UPI,4,Vivo S1
507,1/27/1900,1/1/1900,7/14/1905,Monday,Apple,6,39541.46,Pankaj Patel,26,Indore,UPI,5,iPhone 11
508,1/27/1900,1/1/1900,7/14/1905,Monday,OnePlus,2,12197.78,Aditya Iyer,55,Ludhiana,Cash,3,OnePlus Nord
509,12/31/1899,1/2/1900,7/14/1905,Tuesday,Vivo,1,21744.76,Ramesh Joshi,23,Delhi,Cash,3,Vivo V20
510,12/31/1899,1/2/1900,7/14/1905,Tuesday,Xiaomi,2,59604.55,Sachin Rao,18,Delhi,Credit Card,4,Mi 11
511,12/31/1899,1/2/1900,7/14/1905,Tuesday,Apple,6,59846.04,Pankaj Jain,42,Delhi,Credit Card,3,iPhone 12
512,12/31/1899,1/2/1900,7/14/1905,Tuesday,Apple,4,27544.91,Monika Singh,33,Delhi,Cash,3,iPhone 11
513,1/1/1900,1/2/1900,7/14/1905,Wednesday,Vivo,6,62493.83,Deepika Kulkarni,32,Mumbai,Credit Card,5,Vivo V20
514,1/1/1900,1/2/1900,7/14/1905,Wednesday,Vivo,9,56306.98,Vinod Kumar,51,Gorakhpur,Debit Card,2,Vivo S1
515,1/1/1900,1/2/1900,7/14/1905,Wednesday,OnePlus,8,35074.45,Neeta Kumar,34,Delhi,Debit Card,2,OnePlus 9
516,1/1/1900,1/2/1900,7/14/1905,Wednesday,Samsung,1,54904.38,Vinod Kulkarni,20,Lucknow,Cash,3,Galaxy S21
517,1/2/1900,1/2/1900,7/14/1905,Thursday,Vivo,8,67680.08,Vinod Nair,20,Delhi,UPI,5,Vivo V20
518,1/2/1900,1/2/1900,7/14/1905,Thursday,Vivo,9,37538.18,Vinod Solanki,54,Delhi,Cash,5,Vivo V20
519,1/2/1900,1/2/1900,7/14/1905,Thursday,Xiaomi,6,24305.63,Sachin Sheth,34,Delhi,Cash,3,Redmi Note 10
520,1/3/1900,1/2/1900,7/14/1905,Friday,Apple,5,66508.99,Prashant Srivastava,55,Ludhiana,Cash,5,iPhone 11
521,1/3/1900,1/2/1900,7/14/1905,Friday,Samsung,6,46224.66,Neeta Nair,18,Vadodara,UPI,5,Galaxy S21
522,1/3/1900,1/2/1900,7/14/1905,Friday,Xiaomi,6,16315.91,Lalita Kaur,24,Vadodara,Debit Card,5,Redmi Note 10
523,1/4/1900,1/2/1900,7/14/1905,Saturday,OnePlus,9,44360.97,Isha Menon,43,Delhi,Credit Card,2,OnePlus 8T
524,1/4/1900,1/2/1900,7/14/1905,Saturday,OnePlus,4,40034.85,Neeta Pillai,56,Rajkot,Debit Card,4,OnePlus 8T
525,1/4/1900,1/2/1900,7/14/1905,Saturday,Vivo,2,61335.33,Vivek Siddiqui,36,Indore,Credit Card,5,Vivo S1
526,1/5/1900,1/2/1900,7/14/1905,Sunday,Vivo,9,41841.71,Anand Mishra,47,Delhi,Credit Card,4,Vivo V20
527,1/5/1900,1/2/1900,7/14/1905,Sunday,OnePlus,2,25313.95,Namita Sheth,31,Ranchi,Cash,4,OnePlus 9
528,1/5/1900,1/2/1900,7/14/1905,Sunday,Vivo,9,50538.64,Rohan Menon,30,Mumbai,Cash,5,Vivo S1
529,1/6/1900,1/2/1900,7/14/1905,Monday,Samsung,2,42554.53,Vivek Patel,37,Mumbai,Credit Card,2,Galaxy S21
530,1/6/1900,1/2/1900,7/14/1905,Monday,Vivo,8,23982.68,Bhavana Varma,43,Kolkata,UPI,5,Vivo S1
531,1/6/1900,1/2/1900,7/14/1905,Monday,Apple,9,44417.67,Vinod Dutta,44,Delhi,UPI,5,iPhone 11
532,1/6/1900,1/2/1900,7/14/1905,Monday,Vivo,9,59292.13,Rohan Menon,42,Indore,UPI,2,Vivo V20
533,1/7/1900,1/2/1900,7/14/1905,Tuesday,Xiaomi,9,11714.26,Deepika Sharma,26,Mumbai,UPI,3,Redmi Note 10
534,1/7/1900,1/2/1900,7/14/1905,Tuesday,Samsung,2,47851.06,Rajesh Yadav,58,Kanpur,Cash,2,Galaxy Note 20
535,1/7/1900,1/2/1900,7/14/1905,Tuesday,Xiaomi,4,30975.11,Arun Ghosh,29,Lucknow,Debit Card,5,Redmi Note 10
536,1/8/1900,1/2/1900,7/14/1905,Wednesday,Xiaomi,7,27560.29,Anita Patel,27,Delhi,Debit Card,5,Mi 11
537,1/8/1900,1/2/1900,7/14/1905,Wednesday,Apple,2,33555.27,Kunal Patel,23,Kolkata,Credit Card,4,iPhone 11
538,1/8/1900,1/2/1900,7/14/1905,Wednesday,Samsung,1,30521.36,Ravi Kulkarni,51,Bhopal,UPI,3,Galaxy A51
539,1/9/1900,1/2/1900,7/14/1905,Thursday,Samsung,3,59934.35,Neeta Mishra,58,Ranchi,Cash,2,Galaxy Note 20
540,1/9/1900,1/2/1900,7/14/1905,Thursday,Samsung,4,26487.87,Kiran Solanki,36,Coimbatore,Cash,3,Galaxy A51
541,1/9/1900,1/2/1900,7/14/1905,Thursday,Samsung,8,53989.18,Radha Sharma,23,Delhi,Cash,4,Galaxy Note 20
542,1/10/1900,1/2/1900,7/14/1905,Friday,Samsung,6,15643.59,Nikhil Chaudhary,19,Jodhpur,Credit Card,3,Galaxy A51
543,1/10/1900,1/2/1900,7/14/1905,Friday,Apple,2,67083.78,Harish Mishra,32,Madurai,Cash,3,iPhone SE
544,1/10/1900,1/2/1900,7/14/1905,Friday,Vivo,9,47339,Sanjay Menon,34,Kolkata,Credit Card,2,Vivo S1
545,1/11/1900,1/2/1900,7/14/1905,Saturday,Xiaomi,2,52403.11,Sunil Rao,33,Kolkata,Credit Card,3,Redmi 9
546,1/11/1900,1/2/1900,7/14/1905,Saturday,Samsung,5,27882.36,Kiran Solanki,45,Delhi,Credit Card,4,Galaxy S21
547,1/11/1900,1/2/1900,7/14/1905,Saturday,Vivo,4,34725.79,Deepika Das,38,Patna,Credit Card,5,Vivo Y51
548,1/12/1900,1/2/1900,7/14/1905,Sunday,Vivo,7,23426.7,Kiran Singh,25,Mumbai,Cash,5,Vivo Y51
549,1/12/1900,1/2/1900,7/14/1905,Sunday,Xiaomi,8,65952.17,Ramesh Kumar,27,Vadodara,Cash,5,Mi 11
550,1/12/1900,1/2/1900,7/14/1905,Sunday,Apple,5,39286.27,Bhavana Mehta,27,Rajkot,Debit Card,5,iPhone 11
551,1/12/1900,1/2/1900,7/14/1905,Sunday,OnePlus,5,47826.89,Rohan Pathak,27,Patna,Cash,2,OnePlus Nord
552,1/13/1900,1/2/1900,7/14/1905,Monday,OnePlus,2,54056.32,Yogesh Patel,26,Indore,UPI,5,OnePlus 9
553,1/13/1900,1/2/1900,7/14/1905,Monday,Vivo,8,32266.37,Bhavana Bhatnagar,45,Madurai,UPI,5,Vivo Y51
554,1/13/1900,1/2/1900,7/14/1905,Monday,Xiaomi,2,53206.1,Meena Verma,41,Kanpur,Credit Card,5,Mi 11
555,1/14/1900,1/2/1900,7/14/1905,Tuesday,OnePlus,6,50559.55,Priyanka Chatterjee,36,Mumbai,Credit Card,5,OnePlus 8T
556,1/14/1900,1/2/1900,7/14/1905,Tuesday,Vivo,8,52339.56,Shruti Thakur,50,Mumbai,Credit Card,2,Vivo S1
557,1/14/1900,1/2/1900,7/14/1905,Tuesday,Apple,6,39353.79,Vijay Malhotra,21,Lucknow,Debit Card,5,iPhone 11
558,1/14/1900,1/2/1900,7/14/1905,Tuesday,OnePlus,4,32976.24,Jyoti Alva,20,Mumbai,Credit Card,2,OnePlus 8T
559,1/15/1900,1/2/1900,7/14/1905,Wednesday,Vivo,4,23324.93,Monika Chatterjee,59,Coimbatore,Debit Card,2,Vivo V20
560,1/15/1900,1/2/1900,7/14/1905,Wednesday,Vivo,6,59477.58,Ayesha Sheth,29,Kanpur,Credit Card,4,Vivo S1
561,1/15/1900,1/2/1900,7/14/1905,Wednesday,Samsung,4,46501,Vivek Rawat,35,Kolkata,UPI,5,Galaxy S21
562,1/16/1900,1/2/1900,7/14/1905,Thursday,Apple,8,36661.13,Sneha Mishra,40,Rajkot,Credit Card,5,iPhone 11
563,1/16/1900,1/2/1900,7/14/1905,Thursday,Samsung,9,66639.75,Bhavana Bhatnagar,37,Coimbatore,Cash,3,Galaxy A51
564,1/16/1900,1/2/1900,7/14/1905,Thursday,Xiaomi,1,12870.33,Pankaj Patel,23,Madurai,Credit Card,5,Mi 11
565,1/16/1900,1/2/1900,7/14/1905,Thursday,Samsung,4,61010.32,Shruti Dutta,51,Delhi,Cash,4,Galaxy Note 20
566,1/17/1900,1/2/1900,7/14/1905,Friday,Samsung,4,69854.96,Mala Siddiqui,59,Ranchi,Cash,5,Galaxy A51
567,1/17/1900,1/2/1900,7/14/1905,Friday,OnePlus,2,63216.53,Nikhil Reddy,19,Gorakhpur,Cash,3,OnePlus 9
568,1/17/1900,1/2/1900,7/14/1905,Friday,Vivo,6,58626.2,Mala Siddiqui,47,Indore,Cash,4,Vivo S1
569,1/18/1900,1/2/1900,7/14/1905,Saturday,Apple,3,32458.36,Kiran Malhotra,26,Delhi,Debit Card,2,iPhone SE
570,1/18/1900,1/2/1900,7/14/1905,Saturday,Samsung,7,23878.85,Pankaj Kapoor,44,Delhi,Debit Card,5,Galaxy S21
571,1/18/1900,1/2/1900,7/14/1905,Saturday,Apple,5,54091.03,Vivek Ghosh,59,Delhi,Credit Card,5,iPhone SE
572,1/19/1900,1/2/1900,7/14/1905,Sunday,Samsung,4,28274.52,Gita Teja,51,Mumbai,Credit Card,4,Galaxy S21
573,1/19/1900,1/2/1900,7/14/1905,Sunday,Xiaomi,5,20562.38,Mala Goyal,57,Ranchi,Debit Card,3,Redmi Note 10
574,1/19/1900,1/2/1900,7/14/1905,Sunday,Samsung,8,57191.55,Priya Mehta,41,Patna,Credit Card,5,Galaxy A51
575,1/19/1900,1/2/1900,7/14/1905,Sunday,OnePlus,3,28752.62,Kavita Dutta,34,Delhi,Credit Card,2,OnePlus Nord
576,1/20/1900,1/2/1900,7/14/1905,Monday,Vivo,7,64866.5,Rohan Singh,46,Jodhpur,Debit Card,5,Vivo V20
577,1/20/1900,1/2/1900,7/14/1905,Monday,Xiaomi,6,60437.96,Sneha Yadav,53,Mumbai,Debit Card,3,Redmi Note 10
578,1/20/1900,1/2/1900,7/14/1905,Monday,Samsung,1,60858.42,Yogesh Reddy,29,Ranchi,Credit Card,2,Galaxy S21
579,1/20/1900,1/2/1900,7/14/1905,Monday,Apple,7,56294.18,Sneha Mehta,48,Jodhpur,Debit Card,3,iPhone 12
580,1/21/1900,1/2/1900,7/14/1905,Tuesday,Xiaomi,7,62852.89,Kavita Siddiqui,26,Ranchi,UPI,5,Redmi Note 10
581,1/21/1900,1/2/1900,7/14/1905,Tuesday,Xiaomi,1,58344.81,Rajesh Siddiqui,36,Delhi,Cash,3,Redmi 9
582,1/21/1900,1/2/1900,7/14/1905,Tuesday,Samsung,9,46150.68,Nikhil Solanki,34,Ludhiana,Cash,5,Galaxy Note 20
583,1/21/1900,1/2/1900,7/14/1905,Tuesday,Xiaomi,6,27749.36,Jyoti Mehta,19,Chennai,UPI,5,Redmi 9
584,1/22/1900,1/2/1900,7/14/1905,Wednesday,Apple,2,63292.55,Bhavana Srivastava,57,Mumbai,UPI,5,iPhone 11
585,1/22/1900,1/2/1900,7/14/1905,Wednesday,Xiaomi,5,60436.22,Lata Kaur,22,Delhi,Credit Card,4,Redmi Note 10
586,1/22/1900,1/2/1900,7/14/1905,Wednesday,Apple,4,38372.76,Ramesh Dutta,56,Delhi,Credit Card,5,iPhone SE
587,1/23/1900,1/2/1900,7/14/1905,Thursday,Samsung,7,12344.72,Amit Sheth,33,Mumbai,Cash,5,Galaxy Note 20
588,1/23/1900,1/2/1900,7/14/1905,Thursday,Vivo,8,48312.62,Kavita Bhatnagar,34,Vadodara,Credit Card,5,Vivo V20
589,1/23/1900,1/2/1900,7/14/1905,Thursday,Xiaomi,1,13035.81,Bina Goyal,44,Gorakhpur,Cash,3,Redmi 9
590,1/23/1900,1/2/1900,7/14/1905,Thursday,Vivo,5,65576.8,Manoj Mehta,24,Jodhpur,Credit Card,3,Vivo Y51
591,1/24/1900,1/2/1900,7/14/1905,Friday,Apple,3,67697.88,Neeta Arora,25,Mumbai,Credit Card,5,iPhone SE
592,1/24/1900,1/2/1900,7/14/1905,Friday,Xiaomi,1,21369.41,Priya Varma,25,Mumbai,Cash,3,Mi 11
593,1/24/1900,1/2/1900,7/14/1905,Friday,OnePlus,3,50583.36,Jyoti Sheth,40,Mumbai,UPI,5,OnePlus Nord
594,1/25/1900,1/2/1900,7/14/1905,Saturday,Vivo,6,15536.14,Shruti Iyer,49,Jodhpur,UPI,5,Vivo S1
595,1/25/1900,1/2/1900,7/14/1905,Saturday,Xiaomi,7,53771.02,Amit Rathod,35,Bangalore,Credit Card,3,Mi 11
596,1/25/1900,1/2/1900,7/14/1905,Saturday,Vivo,8,30837.26,Vinod Joshi,55,Hyderabad,UPI,3,Vivo S1
597,1/26/1900,1/2/1900,7/14/1905,Sunday,Xiaomi,4,50863.01,Anjali Chatterjee,29,Mumbai,Credit Card,5,Redmi 9
598,1/26/1900,1/2/1900,7/14/1905,Sunday,Samsung,3,32372.59,Devendra Mathur,32,Bhopal,Debit Card,5,Galaxy S21
599,1/26/1900,1/2/1900,7/14/1905,Sunday,Vivo,5,18734.05,Deepika Sharma,45,Delhi,Debit Card,5,Vivo Y51
600,1/26/1900,1/2/1900,7/14/1905,Sunday,OnePlus,9,34366.6,Mala Roy,55,Delhi,Debit Card,3,OnePlus Nord
601,1/27/1900,1/2/1900,7/14/1905,Monday,OnePlus,6,16760.41,Harish Teja,48,Mumbai,UPI,4,OnePlus 8T
602,1/27/1900,1/2/1900,7/14/1905,Monday,Apple,9,44613,Lata Shah,26,Bangalore,UPI,5,iPhone SE
603,1/27/1900,1/2/1900,7/14/1905,Monday,Xiaomi,6,12457.09,Deepika Deshmukh,25,Bhopal,Cash,4,Mi 11
604,1/27/1900,1/2/1900,7/14/1905,Monday,Vivo,2,41639.18,Shruti Iyer,36,Indore,UPI,5,Vivo Y51
605,1/28/1900,1/2/1900,7/14/1905,Tuesday,Apple,5,63182.12,Harish Kapoor,25,Patna,Credit Card,5,iPhone 12
606,1/28/1900,1/2/1900,7/14/1905,Tuesday,Vivo,9,60272.4,Rajesh Roy,51,Mumbai,Cash,4,Vivo V20
607,1/28/1900,1/2/1900,7/14/1905,Tuesday,Xiaomi,8,62966.9,Sachin Iyer,21,Mumbai,UPI,5,Mi 11
608,1/29/1900,1/2/1900,7/14/1905,Wednesday,OnePlus,7,65322.93,Rajesh Arora,48,Chennai,Cash,4,OnePlus Nord
609,1/29/1900,1/2/1900,7/14/1905,Wednesday,Samsung,1,16271.67,Sneha Teja,55,Coimbatore,UPI,5,Galaxy Note 20
610,1/29/1900,1/2/1900,7/14/1905,Wednesday,OnePlus,4,17724.83,Sachin Rawat,20,Kolkata,Credit Card,5,OnePlus Nord
611,1/30/1900,1/2/1900,7/14/1905,Thursday,Apple,7,43420.41,Lata Nambiar,52,Bhopal,Debit Card,5,iPhone 11
612,1/30/1900,1/2/1900,7/14/1905,Thursday,Samsung,7,63638.36,Sachin Kaur,36,Delhi,Debit Card,4,Galaxy S21
613,1/30/1900,1/2/1900,7/14/1905,Thursday,Apple,6,68460.97,Rohan Prasad,46,Bangalore,Credit Card,4,iPhone 12
614,1/30/1900,1/2/1900,7/14/1905,Thursday,Xiaomi,8,12775.72,Vinod Nambiar,27,Kolkata,Cash,4,Redmi 9
615,12/31/1899,1/3/1900,7/14/1905,Friday,Samsung,6,31346.45,Meena Prasad,29,Bhopal,Debit Card,5,Galaxy Note 20
616,12/31/1899,1/3/1900,7/14/1905,Friday,Apple,3,22773.66,Vinod Arora,47,Mumbai,UPI,4,iPhone SE
617,12/31/1899,1/3/1900,7/14/1905,Friday,Xiaomi,4,55357.95,Navin Joshi,47,Ranchi,UPI,5,Redmi Note 10
618,12/31/1899,1/3/1900,7/14/1905,Friday,OnePlus,3,48411.63,Sneha Yadav,35,Indore,Cash,4,OnePlus 8T
619,1/1/1900,1/3/1900,7/14/1905,Saturday,Xiaomi,1,17193.28,Neeta Deshmukh,41,Hyderabad,Cash,5,Redmi Note 10
620,1/1/1900,1/3/1900,7/14/1905,Saturday,Vivo,5,39011.32,Mala Kulkarni,49,Ludhiana,Credit Card,5,Vivo V20
621,1/1/1900,1/3/1900,7/14/1905,Saturday,Xiaomi,1,51126.43,Sanjay Jain,26,Delhi,Debit Card,5,Mi 11
622,1/1/1900,1/3/1900,7/14/1905,Saturday,Xiaomi,1,56740.32,Rajesh Chatterjee,41,Delhi,Cash,5,Redmi 9
623,1/2/1900,1/3/1900,7/14/1905,Sunday,Vivo,2,11203.16,Namita Deshmukh,43,Delhi,Debit Card,5,Vivo Y51
624,1/2/1900,1/3/1900,7/14/1905,Sunday,Apple,4,63428.17,Ayesha Luthra,20,Indore,Debit Card,5,iPhone 12
625,1/2/1900,1/3/1900,7/14/1905,Sunday,Apple,6,44156.88,Krishna Rawat,40,Mumbai,UPI,5,iPhone 12
626,1/3/1900,1/3/1900,7/14/1905,Monday,Xiaomi,8,58714.55,Gita Dutta,28,Delhi,Cash,4,Redmi Note 10
627,1/3/1900,1/3/1900,7/14/1905,Monday,Vivo,3,58476.28,Devendra Singh,27,Rajkot,Credit Card,3,Vivo V20
628,1/3/1900,1/3/1900,7/14/1905,Monday,Vivo,1,21391.16,Rajesh Ghosh,53,Ranchi,Cash,5,Vivo S1
629,1/4/1900,1/3/1900,7/14/1905,Tuesday,OnePlus,3,16610.33,Vivek Bhatnagar,30,Mumbai,Debit Card,5,OnePlus 8T
630,1/4/1900,1/3/1900,7/14/1905,Tuesday,Apple,3,53277.24,Krishna Chatterjee,46,Coimbatore,UPI,5,iPhone 11
631,1/4/1900,1/3/1900,7/14/1905,Tuesday,Samsung,5,19385.62,Shruti Menon,55,Vadodara,Cash,5,Galaxy A51
632,1/5/1900,1/3/1900,7/14/1905,Wednesday,Apple,4,60996.25,Pooja Dutta,30,Delhi,Cash,5,iPhone SE
633,1/5/1900,1/3/1900,7/14/1905,Wednesday,Apple,4,53571.37,Isha Dutta,43,Hyderabad,Cash,5,iPhone 12
634,1/5/1900,1/3/1900,7/14/1905,Wednesday,OnePlus,9,60509.52,Rajesh Pathak,37,Delhi,Credit Card,5,OnePlus 8T
635,1/6/1900,1/3/1900,7/14/1905,Thursday,Samsung,7,27940.76,Kavita Jain,22,Patna,Credit Card,3,Galaxy Note 20
636,1/6/1900,1/3/1900,7/14/1905,Thursday,OnePlus,4,28995.88,Umesh Teja,37,Indore,Credit Card,5,OnePlus 8T
637,1/6/1900,1/3/1900,7/14/1905,Thursday,Samsung,3,50273.29,Anand Siddiqui,31,Delhi,Credit Card,4,Galaxy A51
638,1/7/1900,1/3/1900,7/14/1905,Friday,Xiaomi,6,11886.76,Kavita Goyal,31,Mumbai,UPI,5,Redmi Note 10
639,1/7/1900,1/3/1900,7/14/1905,Friday,Samsung,3,53589.8,Ramesh Mishra,25,Delhi,UPI,3,Galaxy S21
640,1/7/1900,1/3/1900,7/14/1905,Friday,OnePlus,6,60146.98,Kiran Ghosh,30,Jodhpur,Credit Card,5,OnePlus 8T
641,1/8/1900,1/3/1900,7/14/1905,Saturday,Apple,9,34909.82,Navin Malhotra,41,Delhi,Debit Card,4,iPhone 12
642,1/8/1900,1/3/1900,7/14/1905,Saturday,Samsung,6,55892.73,Lalita Thakur,32,Mumbai,Credit Card,4,Galaxy A51
643,1/8/1900,1/3/1900,7/14/1905,Saturday,Samsung,4,20476.66,Harish Kaur,18,Delhi,Credit Card,4,Galaxy A51
644,1/8/1900,1/3/1900,7/14/1905,Saturday,Vivo,5,29335.62,Anjali Patel,39,Mumbai,Debit Card,5,Vivo Y51
645,1/9/1900,1/3/1900,7/14/1905,Sunday,Apple,6,68458.3,Kavita Mehta,51,Rajkot,Cash,5,iPhone 12
646,1/9/1900,1/3/1900,7/14/1905,Sunday,Xiaomi,3,69179.69,Anjali Sharma,57,Delhi,Debit Card,3,Redmi 9
647,1/9/1900,1/3/1900,7/14/1905,Sunday,OnePlus,8,40756.3,Pooja Pillai,20,Kolkata,Debit Card,4,OnePlus Nord
648,1/10/1900,1/3/1900,7/14/1905,Monday,Xiaomi,4,66056.19,Priyanka Ghosh,43,Jodhpur,UPI,5,Redmi 9
649,1/10/1900,1/3/1900,7/14/1905,Monday,Apple,8,41363.84,Manoj Jain,31,Delhi,Cash,5,iPhone SE
650,1/10/1900,1/3/1900,7/14/1905,Monday,Samsung,3,27495.29,Harish Mehta,58,Madurai,Debit Card,5,Galaxy S21
651,1/11/1900,1/3/1900,7/14/1905,Tuesday,Samsung,7,26013.96,Priyanka Pathak,25,Madurai,Credit Card,5,Galaxy A51
652,1/11/1900,1/3/1900,7/14/1905,Tuesday,Apple,9,65770.34,Arun Dutta,33,Mumbai,Debit Card,3,iPhone SE
653,1/11/1900,1/3/1900,7/14/1905,Tuesday,Samsung,4,20346.78,Amit Ghosh,59,Hyderabad,UPI,5,Galaxy S21
654,1/12/1900,1/3/1900,7/14/1905,Wednesday,Samsung,8,44777.95,Anita Shah,38,Coimbatore,Debit Card,4,Galaxy Note 20
655,1/12/1900,1/3/1900,7/14/1905,Wednesday,Samsung,3,43331.5,Tanuja Mathur,27,Hyderabad,Credit Card,5,Galaxy Note 20
656,1/12/1900,1/3/1900,7/14/1905,Wednesday,OnePlus,7,54377.3,Bhavana Sheth,42,Bangalore,Cash,3,OnePlus Nord
657,1/12/1900,1/3/1900,7/14/1905,Wednesday,OnePlus,3,39954.57,Sachin Arora,55,Delhi,UPI,5,OnePlus 8T
658,1/13/1900,1/3/1900,7/14/1905,Thursday,Vivo,7,26337.14,Rajesh Chatterjee,39,Mumbai,Cash,3,Vivo V20
659,1/13/1900,1/3/1900,7/14/1905,Thursday,Xiaomi,6,20163.79,Rajesh Prasad,21,Mumbai,UPI,5,Redmi 9
660,1/13/1900,1/3/1900,7/14/1905,Thursday,Apple,2,47249.13,Vijay Das,21,Bangalore,Credit Card,5,iPhone 12
661,1/14/1900,1/3/1900,7/14/1905,Friday,Apple,3,53139.45,Sunita Verma,47,Vadodara,UPI,5,iPhone 11
662,1/14/1900,1/3/1900,7/14/1905,Friday,Apple,6,44171.28,Sunita Sharma,19,Rajkot,Cash,5,iPhone 11
663,1/14/1900,1/3/1900,7/14/1905,Friday,Vivo,4,54301.08,Radha Rao,46,Delhi,Cash,4,Vivo S1
664,1/15/1900,1/3/1900,7/14/1905,Saturday,OnePlus,6,18491.27,Amit Teja,53,Delhi,Debit Card,5,OnePlus 8T
665,1/15/1900,1/3/1900,7/14/1905,Saturday,Vivo,1,62948.21,Monika Dutta,38,Mumbai,Cash,5,Vivo S1
666,1/15/1900,1/3/1900,7/14/1905,Saturday,Apple,1,44943.73,Namita Kapoor,38,Hyderabad,Debit Card,3,iPhone SE
667,1/15/1900,1/3/1900,7/14/1905,Saturday,Xiaomi,3,17610.64,Sunita Ahuja,38,Hyderabad,Cash,5,Redmi Note 10
668,1/16/1900,1/3/1900,7/14/1905,Sunday,Samsung,8,37715.51,Reena Desai,21,Delhi,Debit Card,3,Galaxy Note 20
669,1/16/1900,1/3/1900,7/14/1905,Sunday,OnePlus,8,60687.5,Bhavana Mehta,18,Bhopal,Credit Card,5,OnePlus 8T
670,1/16/1900,1/3/1900,7/14/1905,Sunday,OnePlus,4,63853.73,Bina Teja,43,Mumbai,Debit Card,3,OnePlus Nord
671,1/17/1900,1/3/1900,7/14/1905,Monday,Vivo,6,25878.97,Ravi Kumar,19,Vadodara,Cash,5,Vivo S1
672,1/17/1900,1/3/1900,7/14/1905,Monday,OnePlus,8,52675.95,Sunil Singh,26,Delhi,Credit Card,5,OnePlus Nord
673,1/17/1900,1/3/1900,7/14/1905,Monday,Apple,7,15999.11,Meena Pillai,35,Gorakhpur,UPI,3,iPhone SE
674,1/18/1900,1/3/1900,7/14/1905,Tuesday,Apple,7,12012.75,Ayesha Siddiqui,59,Mumbai,Cash,4,iPhone 12
675,1/18/1900,1/3/1900,7/14/1905,Tuesday,Vivo,4,43623.94,Bina Singh,58,Delhi,Debit Card,5,Vivo Y51
676,1/18/1900,1/3/1900,7/14/1905,Tuesday,Apple,9,51689.65,Lata Patel,28,Delhi,UPI,5,iPhone 12
677,1/19/1900,1/3/1900,7/14/1905,Wednesday,Xiaomi,6,57747.2,Lalita Shah,42,Kolkata,Debit Card,4,Mi 11
678,1/19/1900,1/3/1900,7/14/1905,Wednesday,Vivo,3,30412.97,Pooja Dutta,43,Delhi,UPI,5,Vivo V20
679,1/19/1900,1/3/1900,7/14/1905,Wednesday,Xiaomi,5,10391.52,Priya Mehta,53,Gorakhpur,Credit Card,4,Redmi 9
680,1/20/1900,1/3/1900,7/14/1905,Thursday,Samsung,5,38771.15,Yogesh Mishra,59,Gorakhpur,Cash,5,Galaxy S21
681,1/20/1900,1/3/1900,7/14/1905,Thursday,Xiaomi,5,10951.21,Mala Goyal,52,Delhi,Credit Card,5,Redmi Note 10
682,1/20/1900,1/3/1900,7/14/1905,Thursday,Samsung,8,15519.07,Vinod Chatterjee,55,Delhi,Cash,5,Galaxy A51
683,1/21/1900,1/3/1900,7/14/1905,Friday,Samsung,9,29601.34,Sunita Luthra,20,Coimbatore,UPI,5,Galaxy A51
684,1/21/1900,1/3/1900,7/14/1905,Friday,Xiaomi,9,36230.32,Anand Joshi,58,Ranchi,Credit Card,5,Mi 11
685,1/21/1900,1/3/1900,7/14/1905,Friday,Vivo,6,26768.17,Lata Chaudhary,52,Coimbatore,Cash,4,Vivo Y51
686,1/21/1900,1/3/1900,7/14/1905,Friday,Apple,6,44911.92,Harish Mehta,57,Hyderabad,UPI,5,iPhone 12
687,1/22/1900,1/3/1900,7/14/1905,Saturday,Apple,9,13320.99,Neeta Menon,39,Mumbai,Credit Card,5,iPhone 12
688,1/22/1900,1/3/1900,7/14/1905,Saturday,Samsung,4,18674.78,Pankaj Shah,25,Bangalore,Credit Card,3,Galaxy S21
689,1/22/1900,1/3/1900,7/14/1905,Saturday,Samsung,6,51715.5,Prashant Deshmukh,32,Delhi,Credit Card,5,Galaxy A51
690,1/22/1900,1/3/1900,7/14/1905,Saturday,Vivo,4,18528.45,Sunita Verma,24,Delhi,Credit Card,5,Vivo Y51
691,1/23/1900,1/3/1900,7/14/1905,Sunday,OnePlus,1,48386.51,Gita Teja,36,Hyderabad,Debit Card,5,OnePlus 9
692,1/23/1900,1/3/1900,7/14/1905,Sunday,Xiaomi,7,13281.08,Sachin Goyal,57,Bhopal,UPI,3,Mi 11
693,1/23/1900,1/3/1900,7/14/1905,Sunday,Samsung,6,34442.94,Bina Goyal,59,Ludhiana,Debit Card,5,Galaxy Note 20
694,1/23/1900,1/3/1900,7/14/1905,Sunday,Apple,9,20644.57,Sneha Arora,34,Delhi,UPI,5,iPhone SE
695,1/24/1900,1/3/1900,7/14/1905,Monday,Vivo,7,16578.18,Ravi Reddy,18,Ranchi,UPI,5,Vivo S1
696,1/24/1900,1/3/1900,7/14/1905,Monday,Xiaomi,7,44021.97,Navin Pathak,46,Coimbatore,UPI,4,Redmi Note 10
697,1/24/1900,1/3/1900,7/14/1905,Monday,Vivo,2,65700.15,Nikhil Jain,30,Mumbai,Cash,3,Vivo V20
